33.7791088,-84.3913534,33.7791088,-84.3913534
33.7701646,-84.4061441,33.7701646,-84.4061441
33.7791088,-84.406117,33.7731286,-84.3919878
33.7791088,-84.406117,33.7791088,-84.406117
33.7776053,-84.4052426,33.7791088,-84.406117
33.7776053,-84.4052426,33.7776053,-84.4052426
33.7763371,-84.4052645,33.7776053,-84.4052426
33.7763371,-84.4052645,33.7772478,-84.4052486
33.7762947,-84.4057937,33.7772478,-84.4052486
33.7762947,-84.4057937,33.7744231,-84.3985184
33.7713549,-84.3960927,33.7744231,-84.3985184
33.7713549,-84.3960927,33.7740187,-84.3985109
33.771288,-84.392056,33.7740187,-84.3985109
33.771288,-84.392056,33.7739916,-84.3954143
33.7701646,-84.3921489,33.7739916,-84.3954143
33.7701646,-84.3921489,33.7739098,-84.3954427
33.7702537,-84.3913648,33.7739098,-84.3954427
33.7702537,-84.3913648,33.7738887,-84.3919811
33.7709137,-84.3913534,33.7738887,-84.3919811
33.7709137,-84.3913534,33.771288,-84.392056
,,33.771288,-84.392056
,,33.7701646,-84.3921489
,,33.7701646,-84.3921489
,,33.7702537,-84.3913648
,,33.7702537,-84.3913648
,,33.7709137,-84.3913534
,,33.7709137,-84.3913534
